sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
398,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,31,1,condamné,laisse,2,3,0,BEFORE
399,1999-05-21-0530,"Un haut dirigeant séparatiste kurde , Semdim Sakik , reconnu coupable de la mort de 283 personnes dans 191 attentats perpétrés par le PKK et accusé de séparatisme , a été [ condamné ] à mort hier par un tribunal turc .",Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,31,2,condamné,présager,2,3,0,AFTER
400,1999-05-21-0530,Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,1,2,laisse,présager,3,3,1,BEFORE
401,1999-05-21-0530,Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,"Un ancien de la Gestapo , Alfons Goetzfrid , a été [ condamné ] hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont péri pendant la seconde guerre mondiale .",1,11,laisse,condamné,3,4,0,EQUAL
402,1999-05-21-0530,Cela [ laisse ] présager une sentence identique pour le leader kurde Abdullah Ocalan .,"Un ancien de la Gestapo , Alfons Goetzfrid , a été condamné hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont [ péri ] pendant la seconde guerre mondiale .",1,37,laisse,péri,3,4,0,BEFORE
403,1999-05-21-0530,Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,"Un ancien de la Gestapo , Alfons Goetzfrid , a été [ condamné ] hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont péri pendant la seconde guerre mondiale .",2,11,présager,condamné,3,4,0,BEFORE
404,1999-05-21-0530,Cela laisse [ présager ] une sentence identique pour le leader kurde Abdullah Ocalan .,"Un ancien de la Gestapo , Alfons Goetzfrid , a été condamné hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont [ péri ] pendant la seconde guerre mondiale .",2,37,présager,péri,3,4,0,BEFORE
405,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été [ condamné ] hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont péri pendant la seconde guerre mondiale .","Un ancien de la Gestapo , Alfons Goetzfrid , a été condamné hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont [ péri ] pendant la seconde guerre mondiale .",11,37,condamné,péri,4,4,1,AFTER
406,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été [ condamné ] hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont péri pendant la seconde guerre mondiale .",Il a [ concédé ] avoir aidé à recharger des armes des bourreaux .,11,2,condamné,concédé,4,5,0,BEFORE
407,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été [ condamné ] hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont péri pendant la seconde guerre mondiale .",Il a concédé avoir [ aidé ] à recharger des armes des bourreaux .,11,4,condamné,aidé,4,5,0,AFTER
408,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été [ condamné ] hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont péri pendant la seconde guerre mondiale .",Il a concédé avoir aidé à [ recharger ] des armes des bourreaux .,11,6,condamné,recharger,4,5,0,BEFORE
409,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été condamné hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont [ péri ] pendant la seconde guerre mondiale .",Il a [ concédé ] avoir aidé à recharger des armes des bourreaux .,37,2,péri,concédé,4,5,0,BEFORE
410,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été condamné hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont [ péri ] pendant la seconde guerre mondiale .",Il a concédé avoir [ aidé ] à recharger des armes des bourreaux .,37,4,péri,aidé,4,5,0,BEFORE
411,1999-05-21-0530,"Un ancien de la Gestapo , Alfons Goetzfrid , a été condamné hier à 10 ans de prison pour complicité dans le meurtre de 17.000 juifs au camp d'extermination de Majdanek en Pologne où 400.000 personnes ont [ péri ] pendant la seconde guerre mondiale .",Il a concédé avoir aidé à [ recharger ] des armes des bourreaux .,37,6,péri,recharger,4,5,0,AFTER
412,1999-05-21-0530,Il a [ concédé ] avoir aidé à recharger des armes des bourreaux .,Il a concédé avoir [ aidé ] à recharger des armes des bourreaux .,2,4,concédé,aidé,5,5,1,BEFORE
413,1999-05-21-0530,Il a [ concédé ] avoir aidé à recharger des armes des bourreaux .,Il a concédé avoir aidé à [ recharger ] des armes des bourreaux .,2,6,concédé,recharger,5,5,1,BEFORE
414,1999-05-21-0530,Il a [ concédé ] avoir aidé à recharger des armes des bourreaux .,"Tony Blair , le Premier ministre britannique a [ achevé ] hier deux jours de négociations avec les dirigeants d'Irlande du Nord , sans réussir à surmonter le blocage persistant sur la formation de l'exécutif .",2,8,concédé,achevé,5,6,0,BEFORE
415,1999-05-21-0530,Il a concédé avoir [ aidé ] à recharger des armes des bourreaux .,Il a concédé avoir aidé à [ recharger ] des armes des bourreaux .,4,6,aidé,recharger,5,5,1,AFTER
416,1999-05-21-0530,Il a concédé avoir [ aidé ] à recharger des armes des bourreaux .,"Tony Blair , le Premier ministre britannique a [ achevé ] hier deux jours de négociations avec les dirigeants d'Irlande du Nord , sans réussir à surmonter le blocage persistant sur la formation de l'exécutif .",4,8,aidé,achevé,5,6,0,BEFORE
417,1999-05-21-0530,Il a concédé avoir aidé à [ recharger ] des armes des bourreaux .,"Tony Blair , le Premier ministre britannique a [ achevé ] hier deux jours de négociations avec les dirigeants d'Irlande du Nord , sans réussir à surmonter le blocage persistant sur la formation de l'exécutif .",6,8,recharger,achevé,5,6,0,VAGUE
418,1999-05-21-0530,"Tony Blair , le Premier ministre britannique a [ achevé ] hier deux jours de négociations avec les dirigeants d'Irlande du Nord , sans réussir à surmonter le blocage persistant sur la formation de l'exécutif .",Les Unionistes protestants ont même [ décliné ] sa dernière invitation .,8,5,achevé,décliné,6,7,0,BEFORE
419,1999-05-21-0530,Les Unionistes protestants ont même [ décliné ] sa dernière invitation .,L'UUP [ continue ] d' exiger un désarmement de l'IRA avant la formation du gouvernement .,5,1,décliné,continue,7,8,0,VAGUE
420,1999-05-21-0530,Les Unionistes protestants ont même [ décliné ] sa dernière invitation .,L'UUP continue d' [ exiger ] un désarmement de l'IRA avant la formation du gouvernement .,5,3,décliné,exiger,7,8,0,BEFORE
421,1999-05-21-0530,L'UUP [ continue ] d' exiger un désarmement de l'IRA avant la formation du gouvernement .,L'UUP continue d' [ exiger ] un désarmement de l'IRA avant la formation du gouvernement .,1,3,continue,exiger,8,8,1,AFTER
422,1999-05-21-0530,L'UUP [ continue ] d' exiger un désarmement de l'IRA avant la formation du gouvernement .,M. Blair a [ donné ] jusqu'au 30 juin aux responsables catholiques et protestants pour débloquer ce dossier .,1,3,continue,donné,8,9,0,BEFORE
423,1999-05-21-0530,L'UUP continue d' [ exiger ] un désarmement de l'IRA avant la formation du gouvernement .,M. Blair a [ donné ] jusqu'au 30 juin aux responsables catholiques et protestants pour débloquer ce dossier .,3,3,exiger,donné,8,9,0,BEFORE
424,1999-05-21-0530,M. Blair a [ donné ] jusqu'au 30 juin aux responsables catholiques et protestants pour débloquer ce dossier .,"Quant au chef du Sinn Fein , il a [ estimé ] que sans transfert des pouvoirs d' ici le 30 juin , l' accord du Vendredi Saint serait « caduc » .",3,9,donné,estimé,9,10,0,BEFORE
425,1999-05-21-0530,"Quant au chef du Sinn Fein , il a [ estimé ] que sans transfert des pouvoirs d' ici le 30 juin , l' accord du Vendredi Saint serait « caduc » .","A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , [ confirmé ] par les députés de la Douma , a annoncé qu'il garderait « l'ossature » du précédent gouvernement .",9,11,estimé,confirmé,10,11,0,AFTER
426,1999-05-21-0530,"Quant au chef du Sinn Fein , il a [ estimé ] que sans transfert des pouvoirs d' ici le 30 juin , l' accord du Vendredi Saint serait « caduc » .","A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , confirmé par les députés de la Douma , a [ annoncé ] qu'il garderait « l'ossature » du précédent gouvernement .",9,20,estimé,annoncé,10,11,0,BEFORE
427,1999-05-21-0530,"A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , [ confirmé ] par les députés de la Douma , a annoncé qu'il garderait « l'ossature » du précédent gouvernement .","A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , confirmé par les députés de la Douma , a [ annoncé ] qu'il garderait « l'ossature » du précédent gouvernement .",11,20,confirmé,annoncé,11,11,1,VAGUE
428,1999-05-21-0530,"A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , [ confirmé ] par les députés de la Douma , a annoncé qu'il garderait « l'ossature » du précédent gouvernement .","Toutefois , il doit trouver l'homme qui prendra sous sa coupe l'économie et les finances du pays , dossier délicat qui a officiellement [ causé ] la perte d'Evgueni Primakov .",11,23,confirmé,causé,11,12,0,BEFORE
429,1999-05-21-0530,"A Moscou , le nouveau Premier ministre russe Sergueï Stépachine , confirmé par les députés de la Douma , a [ annoncé ] qu'il garderait « l'ossature » du précédent gouvernement .","Toutefois , il doit trouver l'homme qui prendra sous sa coupe l'économie et les finances du pays , dossier délicat qui a officiellement [ causé ] la perte d'Evgueni Primakov .",20,23,annoncé,causé,11,12,0,AFTER
430,1999-05-21-0530,"Toutefois , il doit trouver l'homme qui prendra sous sa coupe l'économie et les finances du pays , dossier délicat qui a officiellement [ causé ] la perte d'Evgueni Primakov .","Aux Pays - Bas , l'hypothèse de législatives anticipées à l'automne [ semblait ] tenir la corde hier , au lendemain de la démission du gouvernement du Premier ministre travailliste Wim Kok .",23,11,causé,semblait,12,13,0,BEFORE
431,1999-05-21-0530,"Toutefois , il doit trouver l'homme qui prendra sous sa coupe l'économie et les finances du pays , dossier délicat qui a officiellement [ causé ] la perte d'Evgueni Primakov .","Aux Pays - Bas , l'hypothèse de législatives anticipées à l'automne semblait [ tenir ] la corde hier , au lendemain de la démission du gouvernement du Premier ministre travailliste Wim Kok .",23,12,causé,tenir,12,13,0,VAGUE
432,1999-05-21-0530,"Aux Pays - Bas , l'hypothèse de législatives anticipées à l'automne [ semblait ] tenir la corde hier , au lendemain de la démission du gouvernement du Premier ministre travailliste Wim Kok .","Aux Pays - Bas , l'hypothèse de législatives anticipées à l'automne semblait [ tenir ] la corde hier , au lendemain de la démission du gouvernement du Premier ministre travailliste Wim Kok .",11,12,semblait,tenir,13,13,1,BEFORE
433,1999-05-21-0530,"Aux Pays - Bas , l'hypothèse de législatives anticipées à l'automne [ semblait ] tenir la corde hier , au lendemain de la démission du gouvernement du Premier ministre travailliste Wim Kok .","Une ultime tentative de replâtrage de la coalition sortante [ formée ] par les Travailliste ( PvdA ) , les Libéraux du VVD ( droite ) et les Réformistes du D66 ( centre - gauche ) - démissionnaires - , serait vouée à l' échec .",11,9,semblait,formée,13,14,0,VAGUE
434,1999-05-21-0530,"Aux Pays - Bas , l'hypothèse de législatives anticipées à l'automne semblait [ tenir ] la corde hier , au lendemain de la démission du gouvernement du Premier ministre travailliste Wim Kok .","Une ultime tentative de replâtrage de la coalition sortante [ formée ] par les Travailliste ( PvdA ) , les Libéraux du VVD ( droite ) et les Réformistes du D66 ( centre - gauche ) - démissionnaires - , serait vouée à l' échec .",12,9,tenir,formée,13,14,0,BEFORE
